Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
7fb29ba4-4e82-3f6a-a85a-7e06d13f4b64,aada0f35-ee37-3b82-9f7d-83966e577905,Adan Feeney,M,GENERAL PRACTICE,1100 ALLIED DRIVE,PLANO,TX,75093,33.050769,-96.747944,4
048722a1-6a20-3612-b428-e9201f44256f,fedff98a-b748-3483-ae74-f4ede58823bc,Kiley Schumm,F,GENERAL PRACTICE,3150 HORIZON ROAD,ROCKWALL,TX,75032,32.919182,-96.438135,134
8a4a47e1-1e09-3df5-813e-5700b980c8b0,19c2e528-88d7-3bc5-87a9-cee9dd636778,Dina Boehm,F,GENERAL PRACTICE,9301 NORTH CENTRAL EXPRESSWAY SUITE 100,DALLAS,TX,75231,32.794176,-96.765503,31
a918b275-3515-34e4-bb55-5c6bf534576d,22f901d8-5640-3548-b719-e9ca7d4f009a,Tracey Simonis,M,GENERAL PRACTICE,231 SOUTH COLLINS ROAD,SUNNYVALE,TX,75182,32.799752000000005,-96.55855,52
3daaaa1c-c037-309d-a3ca-1507ed489ff5,3b351229-fbf2-3eaf-9ba6-6da692e64268,Neely Stamm,F,GENERAL PRACTICE,17101 DALLAS PARKWAY,ADDISON,TX,75001,32.958508,-96.836985,986
18386c09-165a-3feb-b3a6-455897783049,4d0c3e4b-7df8-33da-a258-877c30396c96,Marica Mills,F,GENERAL PRACTICE,2709 HOSPITAL BLVD,GRAND PRAIRIE,TX,75051,32.684193,-97.020995,267
0e36dbca-6d4d-3db5-8cc9-5084db84d831,bdc5ed00-d834-3840-8d26-db5e5bdf38e5,Rodger Steuber,M,GENERAL PRACTICE,2600 WEST PLEASANT RUN ROAD,LANCASTER,TX,75146,32.595889,-96.777954,275
590784f7-33ac-3c6d-8d99-7f7ccc4b2f77,ad918eab-6a40-3900-a7e8-dcebaaad6230,Yuette Yost,F,GENERAL PRACTICE,7502 GREENVILLE AVENUE,DALLAS,TX,75231,32.794176,-96.765503,144
ff83f248-2dbc-3fe9-b1ab-92c1a4571929,02dad5d8-7b3e-3f3a-9419-8e28e81e748c,Lena Lind,F,GENERAL PRACTICE,1975 ALPHA STE 100,ROCKWALL,TX,75087,32.919182,-96.438135,6
347561fa-0851-3421-8dbe-3a70d56367e6,5ec872be-e160-3b3e-b279-1083c1f1351e,Markita Rowe,F,GENERAL PRACTICE,1401 E TRINITY MILLS ROAD,CARROLLTON,TX,75006,32.98836,-96.89977,134
9a6421ab-d0ff-3a94-aab4-fe45a6a2d757,153e82d9-6682-3126-a821-895b41f32497,Sunny Adams,F,GENERAL PRACTICE,4500 South Lancaster Road,Dallas,TX,75216,32.69437,-96.79336,52
a189d63b-e21a-3542-96ec-be9644856f60,ce022419-23a3-3fd1-8932-28b89855ebbf,Charles Waters,M,GENERAL PRACTICE,3804 W 15th Street,Plano,TX,75075,33.0198,-96.6989,133
ca79eada-54f7-3212-883c-a464489236d7,5e22ac98-821e-3395-b947-640eb84adf07,Davis Boehm,M,GENERAL PRACTICE,8610 Greenville Ave.  Suite 125,Dallas,TX,75243,32.894432,-96.75287,196
34dac4be-c8c0-3706-84b9-8f88331d752d,6da0033c-ca6b-31f1-b697-ac7ff1c924c5,Tomás Castillo,M,GENERAL PRACTICE,502 West Kearney  Suite 300,Mesquite,TX,75149,32.770718,-96.602806,80
343e7dcd-714d-3810-91d3-0c3c3d69a49e,80600d47-ad6b-36f8-bc9a-feef5adbcaa0,Hank O'Conner,M,GENERAL PRACTICE,1606 WYNN JOYCE,GARLAND,TX,75043-2166,32.909826,-96.63035699999999,42
aca4dfbd-9c41-3a66-9541-f2c3df51b70a,5f4939b6-82c3-317b-8649-566fed1c42bd,Amelia Jacobson,F,GENERAL PRACTICE,6131 LUTHER LN,DALLAS,TX,75225-6200,32.794176,-96.76550300000001,17
cb972b3c-ec6d-33e1-aaa9-897e7004295f,0d104d3e-604e-3527-b7e7-d71434b4fac8,Ed Rolfson,M,GENERAL PRACTICE,8144 WALNUT HILL LANE,DALLAS,TX,75231-4324,32.794176,-96.76550300000001,110
e507d5cf-0b0b-315a-96d2-e4797564c482,93549595-c0cc-3039-bfa1-75afe24832eb,Cayla Senger,F,GENERAL PRACTICE,14679 MIDWAY RD,ADDISON,TX,75001-3927,32.958508,-96.836985,13
a57f4fce-2840-30c4-b8dc-a2b8c674d0aa,734a6de9-7147-3b6b-bc16-7f41a77cc106,Robert Marquardt,F,GENERAL PRACTICE,3034 BROADWAY,GARLAND,TX,75041-3732,32.909826,-96.63035699999999,79
25e3b9b1-ae56-3f56-bb7b-a4faf566fc89,c5c2255c-1dbf-3a51-a56e-4126154fdac6,Andrés Moya,M,GENERAL PRACTICE,8305 WALNUT HILL LN,DALLAS,TX,75231-4285,32.794176,-96.76550300000001,15
aed78481-40f2-3ff3-abfc-9a1648e038c7,a2ee0fb2-45a2-3d1d-85ab-7378def0a56d,Damion Ritchie,M,GENERAL PRACTICE,850 S GREENVILLE AVE,RICHARDSON,TX,75081-5046,32.972291,-96.708069,59
98164fd6-3ef1-3840-86f5-dd96d76f980b,fba7eece-53cc-3001-8ee6-690bd191ba84,Sam Miller,M,GENERAL PRACTICE,755 N DENTON TAP RD,COPPELL,TX,75019-2120,32.963306,-96.99055600000001,91
5ca75c93-c0ce-308b-9371-d01a8b178096,5e93b069-2e5f-3c33-953f-80307d4592df,Maurice Murray,M,GENERAL PRACTICE,9330 POPPY DR,DALLAS,TX,75218-4621,32.794176,-96.76550300000001,28
5f101b67-9800-3c8f-8d78-d30f41c27bfb,182bbcc3-1317-3c1e-814b-8b0cc1754daf,Fred Feeney,M,GENERAL PRACTICE,3450 W WHEATLAND RD,DALLAS,TX,75237-3470,32.794176,-96.76550300000001,39
9035fbd8-2da8-3361-a31e-b7cbc0dcaa14,0b448404-9839-388d-9497-a474c8898e75,Dara Fadel,F,GENERAL PRACTICE,16901 DALLAS PKWY,ADDISON,TX,75001-5226,32.958508,-96.836985,17
7cc16120-ca79-31c4-9f05-c669fa2ea680,f4e00fb9-0b3b-305e-a716-69fe5be38a3e,Shantelle Nitzsche,F,GENERAL PRACTICE,615 S HWY 78 100,WYLIE,TX,75098-4099,33.036248,-96.515002,14
23ea3664-d386-3431-ab1a-66ef2f11a290,ec216833-6279-3801-b93e-2e5d507b11ff,Emmanuel Nicolas,M,GENERAL PRACTICE,9301 N CENTRAL EXPRESSWAY,DALLAS,TX,75231-0804,32.794176,-96.76550300000001,67
2bb184cb-3041-3717-8578-dcad9e9c3dfb,3eb10b3c-5ed0-3860-b2e9-e3bb73b6e561,Jackson Pouros,M,GENERAL PRACTICE,7150 N GEORGE BUSH HWY,GARLAND,TX,75044-2210,32.909826,-96.63035699999999,39
ef9d5897-ff14-34ce-aed3-169b1d4426bd,f936a143-c99d-368a-9476-29f5f61df5dd,Cecil Gorczany,M,GENERAL PRACTICE,3536 N BELT LINE RD,SUNNYVALE,TX,75182-9232,32.799752000000005,-96.55855,13
735561e8-a821-361a-9d7f-8aa6abdf5da7,461160be-2a42-357f-9a73-b322d9e8e4c6,Norman Willms,M,GENERAL PRACTICE,1130 BELT LINE RD,GARLAND,TX,75040-3666,32.909826,-96.63035699999999,20
e71cdf40-62ce-3be1-9fca-16fb878fdd28,b1f98948-76af-3da8-9a9c-b99d7d957c1d,Pablo Cervantes,M,GENERAL PRACTICE,770 N COIT RD,RICHARDSON,TX,75080-6225,32.972291,-96.708069,35
d9251044-ae87-36fa-9b91-3226022c48a1,a6da60f0-9935-3e18-b11b-db6bfd81d5cf,Jarred McGlynn,M,GENERAL PRACTICE,17051 DALLAS PKWY,ADDISON,TX,75001-7108,32.958508,-96.836985,24
423aac2e-0c2d-3e07-b901-616b3c5ddf39,95e3a3cf-5c83-3908-96ed-50421b00800a,Darline Hamill,F,GENERAL PRACTICE,11910 GREENVILLE AVE,DALLAS,TX,75243-3699,32.794176,-96.76550300000001,29
35756b1e-dea6-3370-a34f-7a4cbd1d4cd4,012c47f6-d961-3eb9-9425-9be1bb80295d,Beverley Robel,F,GENERAL PRACTICE,9219 GARLAND RD,DALLAS,TX,75218-4639,32.794176,-96.76550300000001,49
1a50cef4-5b48-3a74-9f92-9e6fecebe92b,63a97b77-f455-353a-94fa-93de91f2c2d6,Nannette Davis,F,GENERAL PRACTICE,400 W LBJ FWY,IRVING,TX,75063-3718,32.857748,-96.970022,66
8a32666c-52e5-303e-8e9e-e09a7314ad7e,6af2628e-8e38-3517-95d0-8d9ed2ea8af7,Branden Stokes,M,GENERAL PRACTICE,529 W WHEATLAND RD,DUNCANVILLE,TX,75116-4515,32.64595,-96.91386999999999,36
b5fcfe16-299e-3bb5-8c04-7136ada80f30,1aa46fa4-f7a7-30f8-9d9c-6b07a6c6fdf3,Bulah Ferry,F,GENERAL PRACTICE,8210 WALNUT HILL LANE,DALLAS,TX,75231-4422,32.794176,-96.76550300000001,37
9f4b7ed7-2c18-315a-aa31-5e5080ac484d,451ea124-4fc8-3124-bfe6-7363bdc1bdc5,Regena Walsh,F,GENERAL PRACTICE,3450 W WHEATLAND RD,DALLAS,TX,75237-4407,32.794176,-96.76550300000001,27
834be760-5534-3265-9b1b-1cb19d76deba,dc7be574-72da-340d-84bc-cbd07a37a238,Fidel DuBuque,M,GENERAL PRACTICE,912 WRIGHT ST,ARLINGTON,TX,76012-4759,32.666739,-97.129977,24
1004bfa4-1473-3372-b92c-88cc3adab367,4c72a66d-09a2-3131-92d0-569d057ce738,Johnnie Schneider,M,GENERAL PRACTICE,415 W WHEATLAND RD,DUNCANVILLE,TX,75116-4619,32.64595,-96.91386999999999,41
d1797626-f508-329f-ad2a-aadcc87fdf07,14b6fa1f-7fe7-31e8-8062-991e436c3670,Bennie Grimes,M,GENERAL PRACTICE,3250 W PLEASANT RUN,LANCASTER,TX,75146-1071,32.595889,-96.77795400000001,57
f9333cdc-ee1e-3755-9bfe-7d23f3b3a813,6208a83c-b066-3f35-b195-59d327201884,See Wuckert,F,GENERAL PRACTICE,4101 MCEWEN RD,FARMERS BRANCH,TX,75244-5133,32.927789000000004,-96.878539,83
a95873a4-8cf4-3f2c-b6a5-abbff92792d9,1b3f8100-0603-3e97-b201-66c21ab33553,Margherita Bernier,F,GENERAL PRACTICE,4100 MCEWEN RD,FARMERS BRANCH,TX,75244-5186,32.927789000000004,-96.878539,62
c2fa9556-854c-3131-a092-bd010a9bee99,6ab7a11b-a420-3c2f-a9f9-ece1c7d3acec,Denna Altenwerth,F,GENERAL PRACTICE,5485 BELT LINE RD,DALLAS,TX,75254-7672,32.794176,-96.76550300000001,31
f5ab9aaa-e5d3-3393-98c3-112f9f7b4322,75fbf218-40a9-3658-bad0-06629b374346,María José Santacruz,F,GENERAL PRACTICE,3250 W PLEASANT RUN RD,LANCASTER,TX,75146-1041,32.595889,-96.77795400000001,17
e66e0eaa-f968-383a-b626-738e4c2d3a4e,75306563-536e-321e-9051-ee6052f2119b,Mercedes Delapaz,F,GENERAL PRACTICE,120 S DENTON TAP RD,COPPELL,TX,75019-5036,32.963306,-96.99055600000001,39
7d61fd20-b8f6-313a-92e2-594986248d7f,50f1018b-27fc-33bf-a89b-898799864d3f,Chu Wiegand,F,GENERAL PRACTICE,16901 N DALLAS PKWY,ADDISON,TX,75001-5214,32.958508,-96.836985,19
8b454ad5-0217-3ec4-8639-bc35daf9e944,ad1170b1-3f03-341e-ae62-243f557195ff,Cathrine Williamson,F,GENERAL PRACTICE,7955 HARRY HINES BLVD,DALLAS,TX,75235-3305,32.794176,-96.76550300000001,22
35dd9234-60d2-382c-8481-fc2b147ef38d,343a79c6-c37b-36dc-8b69-3b55d0773103,Norberto Pfannerstill,M,GENERAL PRACTICE,4450 TUBBS RD,ROCKWALL,TX,75032-6308,32.919182,-96.438135,60
5b44bd2c-13b4-30e8-a3f8-de9393718364,b793404c-033f-383d-8309-b24d8d5c623e,Alex Rogahn,M,GENERAL PRACTICE,5634 HWY 78 120,SACHSE,TX,75048-3773,32.969008,-96.580883,44
24486692-ffb8-3663-b903-8ef624eadf0b,173311c0-ac5c-3345-810b-3cde726ddad2,Galen Schuster,M,GENERAL PRACTICE,3600 CONFLANS RD,IRVING,TX,75061-6324,32.857748,-96.970022,31
a81d1544-7476-38a8-826c-785922e578d0,7e0ada9b-bbc8-3d6f-89cf-2441fd12d5d3,Giovanna Hessel,F,GENERAL PRACTICE,5001 BEN DAVIS RD,SACHSE,TX,75048-4211,32.969008,-96.580883,12
5f8de1a4-814d-3089-ac15-7471b2b0747a,42c0ecaa-4507-39a6-bf4c-34da9b945199,Wes Osinski,M,GENERAL PRACTICE,4540 BELT LINE RD,ADDISON,TX,75001-4515,32.958508,-96.836985,69
3725b955-833a-3db5-880d-016b7f36f7fb,a023227e-b6b1-3a77-a3d9-18aa0a5b71b8,Burma Crona,F,GENERAL PRACTICE,675 W MAIN ST,OVILLA,TX,75154-1669,32.541277,-96.883463,17
c5416596-430b-312b-84b0-dccb0ef84754,06379b5a-b60c-3c72-96c2-514e80ca57b1,Jacobo Pabón,M,GENERAL PRACTICE,8668 SKILLMAN ST,DALLAS,TX,75243-8216,32.794176,-96.76550300000001,52
78594c4e-7b83-3609-8add-1009c64417a4,149ebf34-6ded-30f4-8e44-f89fd6d99bab,Austin Jakubowski,M,GENERAL PRACTICE,7429 LAS COLINAS BLVD,IRVING,TX,75063-7573,32.857748,-96.970022,32
5492b4a6-6922-35b9-a883-f08fa051f52e,f378ae67-ec50-3e3c-aaf7-9ea2aeff62e9,Son Shields,M,GENERAL PRACTICE,6565 N MACARTHUR BLVD,IRVING,TX,75039-2482,32.857748,-96.970022,92
46c37f94-bbda-3107-b0c3-4a7e507bdb8e,f752bf5c-bd1f-302f-8d18-123efdbf1c6c,Wayne Lindgren,M,GENERAL PRACTICE,7447 N MACARTHUR BLVD,IRVING,TX,75063-7546,32.857748,-96.970022,64
c4b25f8f-3950-3ac0-962d-e76059a30474,06e341f6-827d-3c69-beaf-c8e1d2dd5830,María Eugenia Rangel,F,GENERAL PRACTICE,2400 LAKESIDE BLVD,RICHARDSON,TX,75082-4361,32.972291,-96.708069,12
15edc0ee-6296-35ec-ba68-4f242e5d946f,7d88fbe8-1085-3202-a6a0-0cc18dbef2d2,Deandre Marks,M,GENERAL PRACTICE,6900 SCENIC DR,ROWLETT,TX,75088-2695,32.915921999999995,-96.548673,61
d0bea347-53f3-38d9-a8ca-4ed43cafe2da,0b39b922-0fd7-31b7-b450-e47076d69751,Walton Goyette,M,GENERAL PRACTICE,7777 FOREST LN,DALLAS,TX,75230-6877,32.794176,-96.76550300000001,36
f21cc6be-fac4-3720-965b-7ac7717866cd,b08f696f-d803-3ae1-83d1-bae8d41d0bea,Jon Sawayn,M,GENERAL PRACTICE,3811 TURTLE CREEK BLVD,DALLAS,TX,75219-4542,32.794176,-96.76550300000001,30
54f8497a-d556-32ad-9b29-430e3807bc42,68a6d538-9aa7-3aad-9801-f61bc47c023c,Tobias Hansen,M,GENERAL PRACTICE,4221 MEDICAL PKWY,CARROLLTON,TX,75010-4550,33.029109999999996,-96.895852,16
4ad644e7-3cd2-385d-8df4-0467a9b47fd6,dfa51adb-07ec-3e86-b1d7-3e59d52feb54,Rey Kessler,M,GENERAL PRACTICE,1010 E WHEATLAND RD,DUNCANVILLE,TX,75116-4905,32.64595,-96.91386999999999,19
580f8eff-7fec-3e7f-aa8b-18319020647d,f10c01af-397e-3ad8-b897-7e38b2923e4e,Agustin Lebsack,M,GENERAL PRACTICE,17051 N DALLAS PKWY,ADDISON,TX,75001-7101,32.958508,-96.836985,28
9f64c604-f305-38ff-bf0a-adb111121a1e,ceb839b1-deb0-3b4c-8b1f-2af4b210cc16,Shannon Crist,F,GENERAL PRACTICE,700 N PEARL ST,DALLAS,TX,75201-7430,32.794176,-96.76550300000001,25
4dc9d9a4-19d9-3640-8b8f-e2140e370737,f18012c7-6c01-3193-aef6-ed8773adb3d6,Len Breitenberg,M,GENERAL PRACTICE,5744 LBJ FRWY,DALLAS,TX,75240-6338,32.794176,-96.76550300000001,36
62f9676b-f5bb-3aeb-a90a-24ab7c6a0bfc,b40594a3-9a93-36fd-bac8-c3d020a91e8a,Andrea Araña,F,GENERAL PRACTICE,6800 SCENIC DR,ROWLETT,TX,75088-4552,32.915921999999995,-96.548673,75
65706070-455a-3ed6-b44a-429e6dd53078,df8365e1-202b-3cbc-913e-185bf918686a,Jeffrey Sipes,F,GENERAL PRACTICE,1625 N STORY RD,IRVING,TX,75061-1954,32.857748,-96.970022,61
bfbe6310-c18c-3898-8e61-a1e94d197454,f7134951-7aa5-3db7-8e00-290b4d42f89a,Felix Skiles,M,GENERAL PRACTICE,1420 VICEROY DR,DALLAS,TX,75235-2208,32.794176,-96.76550300000001,33
81a78ed4-27ad-3402-adb5-9aff4913d861,459537ea-c0eb-3f9a-9475-bc9d340cfecc,Nick Smitham,M,GENERAL PRACTICE,2700 W PLEASANT RUN RD,LANCASTER,TX,75146-1004,32.595889,-96.77795400000001,5
ee31a698-67ad-37e8-8376-0ff326f6ea5b,31aacffa-5e4b-342b-8746-0ca8be1a3794,Rufus Kub,M,GENERAL PRACTICE,215 S DENTON TAP RECORD,COPPELL,TX,75019-5064,32.963306,-96.99055600000001,52
e6205ba7-b71e-3da3-8ca2-ebcbceaf2a63,24af110b-1a84-3c56-9421-40208c209c27,Amalia Vélez,F,GENERAL PRACTICE,16901 DALLAS PKWY,ADDISON,TX,75001-5235,32.958508,-96.836985,68
85d8bfb7-2c43-3d51-ae54-8941703e670e,c9c4f267-0c29-3ae6-884e-df52f4e43f54,Lisa VonRueden,F,GENERAL PRACTICE,601 CLARA BARTON BLVD,GARLAND,TX,75042-5755,32.909826,-96.63035699999999,78
c3d18b70-4a85-3b46-8a19-a5d1bc437d63,faf98d3e-e12b-3545-b08c-2823696250b4,Stevie Conroy,M,GENERAL PRACTICE,7501 LAKEVIEW PKWY,ROWLETT,TX,75088-9327,32.915921999999995,-96.548673,35
a247ac76-e0b8-3379-8f7e-5c4200144a9b,8f850a83-1c67-326b-832c-f02ef0aa596f,Winter O'Hara,F,GENERAL PRACTICE,938 E HWY 67,DUNCAVILLE,TX,75137-2706,32.64595,-96.91387,43
d8e97f3e-82b0-3ff0-adc7-d1aab57b3467,11d67567-8856-363c-be7a-c7776ecd7f70,Margarette Jerde,F,GENERAL PRACTICE,8128 PARK LN,DALLAS,TX,75231-5908,32.794176,-96.76550300000001,47
075627c4-83fb-3baa-ae9c-227508d07dc7,093433fe-16e5-3a83-8885-4b2271bf2ce7,Parker Donnelly,M,GENERAL PRACTICE,3535 W WHEATLAND RD,DALLAS,TX,75237-3461,32.794176,-96.76550300000001,37
812b494d-02dd-3c1e-9eb2-27e9dcb72110,2ccec4f7-720b-3870-af9f-9183553cca4a,Curtis Schneider,M,GENERAL PRACTICE,3500 GASTON AVE,DALLAS,TX,75246-2017,32.794176,-96.76550300000001,28
764ea30b-4c5f-30d1-912e-efdf56096a93,20d8b65a-a73a-38dc-a583-3b9673340b5e,Jean Hackett,M,GENERAL PRACTICE,7701 LAS COLINAS RDG,IRVING,TX,75063-7554,32.857748,-96.970022,23
6a0abd7c-b61d-378f-81c0-339a93775d49,39aaa2bc-9e24-3c27-a085-d4cee51cafd9,Sharlene Ankunding,F,GENERAL PRACTICE,116 HALL RD,SEAGOVILLE,TX,75159-2916,32.653383000000005,-96.545058,16
4d59eecf-6c1c-37f1-bd84-d72c6dd5398d,12f6e397-d54f-39c3-bbf8-165d5cf8ea55,Emil Bode,M,GENERAL PRACTICE,5224 S STATE HWY 360,GRAND PRAIRIE,TX,75052-0964,32.684193,-97.020995,32
43b9bfc3-28bf-386b-99c9-a363167e72fe,3a1ea788-7ea1-32b5-a20d-fd56b81ef815,Clay Pagac,M,GENERAL PRACTICE,1850 W PLEASANT RUN RD,LANCASTER,TX,75146-1220,32.595889,-96.77795400000001,35
ca57181c-8574-302c-aca3-a7bef06474ff,1da3fd0d-76e0-36d2-aec7-6c46398c1907,Galen Borer,M,GENERAL PRACTICE,419 S COCKRELL HILL RD,DUNCANVILLE,TX,75116-4939,32.64595,-96.91386999999999,13
660860bb-3ea7-33d6-835c-bc4522bda166,0f9da0c0-e90d-3c23-8c24-3ac2a8c06847,Lamar Goodwin,M,GENERAL PRACTICE,750 W KIRBY ST,WYLIE,TX,75098-3913,33.036248,-96.515002,41
5822b522-6235-3119-9f95-3c018bb091e4,202aca67-b2ea-3950-b9d1-4574641f3749,Fernando Murillo,M,GENERAL PRACTICE,7929 BROOKRIVER DR,DALLAS,TX,75247-4920,32.794176,-96.76550300000001,92
9c1e6692-193a-3968-a5db-08700a24762a,774d0c69-9edf-36a3-9055-531a54768f64,Cornelius Robel,M,GENERAL PRACTICE,601 WESTPARK WAY,EULESS,TX,76040-3972,32.849365999999996,-97.078592,25
